what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373974677130
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373974677130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974693006
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1373974695078
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/hello",1373974695081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974695220
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373974695235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373974695235
error,log,,,"Missing or failed server extension: ServerWorkingCopy Tomcat v7.0 Server at localhost. Enable tracing for more information",1373974695238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974705056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974706946
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373974706959
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373974706959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974710302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974711849
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373974711862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373974711862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974714098
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1373974715997
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/EncodingDemo",1373974715998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974716048
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1373974716072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1373974716072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974717050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974717732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974718826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974719535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974720817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974722970
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1373974723515
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1373974724883
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1373974724899
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1373974725024
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1373974725164
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1373974725208
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1373974725233
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1373974725277
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1373974725277
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1373974725329
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1373974725388
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1373974725388
